"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"7:21:49.2944472 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}","SUCCESS","Desired Access: Read"
"7:21:49.2944542 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"7:21:49.2944591 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 2"
"7:21:49.2944640 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Name","SUCCESS","Type: REG_SZ, Length: 16, Data: Profile"
"7:21:49.2944685 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\ParentFolder","NAME NOT FOUND","Length: 144"
"7:21:49.2944728 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Description","NAME NOT FOUND","Length: 144"
"7:21:49.2944769 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\RelativePath","NAME NOT FOUND","Length: 144"
"7:21:49.2944810 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\ParsingName","NAME NOT FOUND","Length: 144"
"7:21:49.2944851 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\InfoTip","NAME NOT FOUND","Length: 144"
"7:21:49.2944892 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\LocalizedName","NAME NOT FOUND","Length: 144"
"7:21:49.2944943 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Icon","NAME NOT FOUND","Length: 144"
"7:21:49.2944985 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Security","NAME NOT FOUND","Length: 144"
"7:21:49.2945027 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\StreamResource","NAME NOT FOUND","Length: 144"
"7:21:49.2945068 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\StreamResourceType","NAME NOT FOUND","Length: 144"
"7:21:49.2945108 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\LocalRedirectOnly","NAME NOT FOUND","Length: 144"
"7:21:49.2945149 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Roamable","NAME NOT FOUND","Length: 144"
"7:21:49.2945196 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\PreCreate","NAME NOT FOUND","Length: 144"
"7:21:49.2945239 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Stream","NAME NOT FOUND","Length: 144"
"7:21:49.2945281 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\PublishExpandedPath","NAME NOT FOUND","Length: 144"
"7:21:49.2945322 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\Attributes","NAME NOT FOUND","Length: 144"
"7:21:49.2945362 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\FolderTypeID","NAME NOT FOUND","Length: 144"
"7:21:49.2945403 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\InitFolderHandler","NAME NOT FOUND","Length: 144"
"7:21:49.2945461 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.2945519 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}\PropertyBag","NAME NOT FOUND","Desired Access: Read"
"7:21:49.2945592 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{5E6C858F-0E22-4760-9AFE-EA3317B67173}","SUCCESS",""
"7:21:49.2945833 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:49.2945891 AM","malware.exe","976","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\ProfileList\S-1-5-21-4256571159-2166413623-464567181-1000","REPARSE","Desired Access: Read"
"7:21:49.2945981 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\ProfileList\S-1-5-21-4256571159-2166413623-464567181-1000","SUCCESS","Desired Access: Read"
"7:21:49.2946067 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\ProfileList\S-1-5-21-4256571159-2166413623-464567181-1000","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:49.2946652 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\ProfileList\S-1-5-21-4256571159-2166413623-464567181-1000\ProfileImagePath","SUCCESS","Type: REG_EXPAND_SZ, Length: 34, Data: C:\Users\Sysuser"
"7:21:49.2946721 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\ProfileList\S-1-5-21-4256571159-2166413623-464567181-1000\ProfileImagePath","SUCCESS","Type: REG_EXPAND_SZ, Length: 34, Data: C:\Users\Sysuser"
"7:21:49.2946781 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\ProfileList\S-1-5-21-4256571159-2166413623-464567181-1000","SUCCESS",""
"7:21:49.2947798 AM","malware.exe","976","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"7:21:49.2947880 AM","malware.exe","976","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions","SUCCESS","Desired Access: Read"
"7:21:49.2947964 AM","malware.exe","976","RegSetInfoKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:49.2948026 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.2948082 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}","SUCCESS","Desired Access: Read"
"7:21:49.2948164 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions","SUCCESS",""
"7:21:49.2948213 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\Category","SUCCESS","Type: REG_DWORD, Length: 4, Data: 1"
"7:21:49.2948263 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\Name","SUCCESS","Type: REG_SZ, Length: 34, Data: UsersFilesFolder"
"7:21:49.2948311 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\ParentFolder","NAME NOT FOUND","Length: 144"
"7:21:49.2948355 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\Description","NAME NOT FOUND","Length: 144"
"7:21:49.2948396 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\RelativePath","NAME NOT FOUND","Length: 144"
"7:21:49.2948437 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\ParsingName","SUCCESS","Type: REG_SZ, Length: 82, Data: ::{59031a47-3f72-44a7-89c5-5595fe6b30ee}"
"7:21:49.2948485 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\InfoTip","NAME NOT FOUND","Length: 144"
"7:21:49.2948528 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\LocalizedName","NAME NOT FOUND","Length: 144"
"7:21:49.2948571 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\Icon","NAME NOT FOUND","Length: 144"
"7:21:49.2948611 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\Security","NAME NOT FOUND","Length: 144"
"7:21:49.2948653 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\StreamResource","NAME NOT FOUND","Length: 144"
"7:21:49.2948695 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\StreamResourceType","NAME NOT FOUND","Length: 144"
"7:21:49.2948736 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\LocalRedirectOnly","NAME NOT FOUND","Length: 144"
"7:21:49.2948776 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\Roamable","NAME NOT FOUND","Length: 144"
"7:21:49.2948817 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\PreCreate","NAME NOT FOUND","Length: 144"
"7:21:49.2948858 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\Stream","NAME NOT FOUND","Length: 144"
"7:21:49.2948900 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\PublishExpandedPath","NAME NOT FOUND","Length: 144"
"7:21:49.2948940 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\Attributes","NAME NOT FOUND","Length: 144"
"7:21:49.2948981 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\FolderTypeID","NAME NOT FOUND","Length: 144"
"7:21:49.2949022 AM","malware.exe","976","RegQueryValue","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\InitFolderHandler","NAME NOT FOUND","Length: 144"
"7:21:49.2949081 AM","malware.exe","976","RegQueryKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"7:21:49.2949128 AM","malware.exe","976","RegOpenKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\PropertyBag","SUCCESS","Desired Access: Read"
"7:21:49.2949215 AM","malware.exe","976","RegCloseKey","HKLM\SOFTWARE\Wow6432Node\Microsoft\Windows\CurrentVersion\explorer\FolderDescriptions\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}","SUCCESS",""
"7:21:49.2949478 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"7:21:49.2949534 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"7:21:49.2949581 AM","malware.exe","976","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x1"
"7:21:49.2949642 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Query Value"
"7:21:49.2949729 AM","malware.exe","976","RegOpenKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Desired Access: Query Value"
"7:21:49.2950017 AM","malware.exe","976","RegSetInfoKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"7:21:49.2950069 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: Name"
"7:21:49.2950124 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:49.2950214 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:21:49.2950270 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder\Attributes","SUCCESS","Type: REG_DWORD, Length: 4, Data: 4035182893"
"7:21:49.2950319 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: Name"
"7:21:49.2950364 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:49.2950433 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:21:49.2950485 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder\CallForAttributes","NAME NOT FOUND","Length: 144"
"7:21:49.2950528 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: Name"
"7:21:49.2950571 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:49.2950638 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:21:49.2950688 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder\RestrictedAttributes","NAME NOT FOUND","Length: 144"
"7:21:49.2950731 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: Name"
"7:21:49.2950773 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:49.2950840 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:21:49.2950887 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder\WantsFORDISPLAY","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"7:21:49.2950933 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: Name"
"7:21:49.2950977 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:49.2951043 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:21:49.2951092 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder\HideFolderVerbs","NAME NOT FOUND","Length: 144"
"7:21:49.2951134 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: Name"
"7:21:49.2951177 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:49.2951242 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:21:49.2951291 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder\UseDropHandler","NAME NOT FOUND","Length: 144"
"7:21:49.2951333 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: Name"
"7:21:49.2951376 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:49.2951442 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:21:49.2951491 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder\WantsFORPARSING","SUCCESS","Type: REG_SZ, Length: 2, Data: "
"7:21:49.2951535 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: Name"
"7:21:49.2951577 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:49.2951644 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:21:49.2951692 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder\WantsParseDisplayName","NAME NOT FOUND","Length: 144"
"7:21:49.2951734 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: Name"
"7:21:49.2951776 AM","malware.exe","976","RegQueryKey","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","SUCCESS","Query: HandleTags, HandleTags: 0x401"
"7:21:49.2951842 AM","malware.exe","976","RegOpenKey","HKCU\Software\Classes\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder","NAME NOT FOUND","Desired Access: Maximum Allowed"
"7:21:49.2951890 AM","malware.exe","976","RegQueryValue","HKCR\Wow6432Node\CLSID\{59031A47-3F72-44A7-89C5-5595FE6B30EE}\ShellFolder\QueryForOverlay","SUCCESS","Type: REG_SZ, Length: 2, Data: "
